Film,Année,Catégorie,Genre,Durée (min),Metascore,Score imdb,Nb votes,CA(gross)
"40 ans, toujours puceau",2005,Tous publics,"['Comedy', 'Romance']",116,73,71.0,390952,109449237
X-Men: Apocalypse,2016,Tous publics,"['Action', 'Adventure', 'Sci-Fi']",144,52,69.0,387885,155442489
King Kong,2005,Tous publics avec avertissement,"['Action', 'Adventure', 'Drama']",187,81,72.0,386599,218080025
American Gangster,2007,Tous publics avec avertissement,"['Biography', 'Crime', 'Drama']",157,76,78.0,386411,130164645
Bons baisers de Bruges,2008,Tous publics,"['Comedy', 'Crime', 'Drama']",107,67,79.0,386375,7757130
1917,2019,Tous publics avec avertissement,"['Drama', 'War']",119,78,83.0,386111,159227644
Die Hard 4: Retour en enfer,2007,Tous publics,"['Action', 'Thriller']",128,69,71.0,385837,134529403
Training Day,2001,12,"['Crime', 'Drama', 'Thriller']",122,69,77.0,384651,76631907
Minuit à Paris,2011,Tous Public,"['Comedy', 'Fantasy', 'Romance']",96,81,77.0,383260,56816662
Incassable,2000,12,"['Drama', 'Mystery', 'Sci-Fi']",106,62,73.0,382629,95011339
Transformers 3 : La Face cachée de la Lune,2011,Tous publics,"['Action', 'Adventure', 'Sci-Fi']",154,42,62.0,381712,352390543
Transformers 2: La Revanche,2009,Tous publics,"['Action', 'Adventure', 'Sci-Fi']",149,35,60.0,381062,402111870
C'est la fin,2013,Tous publics,['Comedy'],107,67,66.0,380376,101470202
Alice au pays des merveilles,2010,Tous publics,"['Adventure', 'Family', 'Fantasy']",108,53,64.0,379608,334191110
007 Spectre,2015,Tous publics,"['Action', 'Adventure', 'Thriller']",148,60,68.0,379306,200074175
Justice League,2017,Tous publics,"['Action', 'Adventure', 'Fantasy']",120,45,63.0,375785,229024295
Saw,2004,16,"['Horror', 'Mystery']",103,46,76.0,375206,56000369
Les mondes de Ralph,2012,Tous publics,"['Animation', 'Adventure', 'Comedy']",101,72,77.0,374609,189422889
Terminator 3: Le soulèvement des machines,2003,Tous publics,"['Action', 'Sci-Fi']",109,66,63.0,374036,150371112
Tonnerre sous les tropiques,2008,Tous publics,"['Action', 'Comedy', 'War']",107,71,70.0,373980,110515313
Scott Pilgrim,2010,Tous publics,"['Action', 'Comedy', 'Fantasy']",112,69,75.0,372615,31494270
28 jours plus tard,2002,16,"['Drama', 'Horror', 'Sci-Fi']",113,73,76.0,372480,45064915
La cabane dans les bois,2011,12,['Horror'],95,72,70.0,372133,42073277
Godzilla,2014,Tous publics avec avertissement,"['Action', 'Adventure', 'Sci-Fi']",123,62,64.0,371632,200676069
Cloverfield,2008,Tous publics avec avertissement,"['Action', 'Horror', 'Sci-Fi']",85,64,70.0,369837,80048433
Borat: Leçons culturelles sur l'Amérique pour profit glorieuse nation Kazakhstan,2006,Tous publics,['Comedy'],84,89,73.0,367961,128505958
Bruce tout-puissant,2003,Tous publics,"['Comedy', 'Fantasy']",101,46,68.0,367818,242829261
Rebelle,2012,Tous publics,"['Animation', 'Adventure', 'Comedy']",93,69,71.0,367419,237283207
Time Out,2011,Tous publics,"['Action', 'Sci-Fi', 'Thriller']",109,53,67.0,366209,37520095
Le diable s'habille en Prada,2006,Tous Public,"['Comedy', 'Drama']",109,62,69.0,365846,124740460
"Moi, moche et méchant 2",2013,Tous publics,"['Animation', 'Adventure', 'Comedy']",98,62,73.0,365615,368061265
Fast & Furious 6,2013,Tous publics,"['Action', 'Adventure', 'Thriller']",130,61,71.0,365069,238679850
Sicario,2015,12,"['Action', 'Crime', 'Drama']",121,82,76.0,364874,46889293
Room,2015,Tous publics,"['Drama', 'Thriller']",118,86,81.0,362956,14677674
Coco,2017,Tous publics,"['Animation', 'Adventure', 'Family']",105,81,84.0,362809,209726015
La forme de l'eau,2017,Tous publics,"['Adventure', 'Drama', 'Fantasy']",123,87,73.0,362233,63859435
Cars - Quatre roues,2006,Tous publics,"['Animation', 'Comedy', 'Family']",117,73,71.0,361841,244082982
Le stratège,2011,Tous publics,"['Biography', 'Drama', 'Sport']",133,87,76.0,361724,75605492
"Le Monde de Narnia : Chapitre 1 - Le Lion, la Sorcière blanche et l'Armoire magique",2005,Tous publics,"['Adventure', 'Family', 'Fantasy']",143,75,69.0,361686,291709845
Madagascar,2005,Tous publics,"['Animation', 'Adventure', 'Comedy']",86,57,69.0,361163,193595521
La chute du faucon noir,2001,12,"['Drama', 'History', 'War']",144,74,77.0,360421,108638745
Ready Player One,2018,Tous publics,"['Action', 'Adventure', 'Sci-Fi']",140,64,75.0,359440,137690172
John Wick 2,2017,12,"['Action', 'Crime', 'Thriller']",122,75,75.0,357144,92029184
Wanted: Choisis ton destin,2008,Tous publics,"['Action', 'Crime', 'Thriller']",110,64,67.0,356955,134508551
Aquaman,2018,Tous publics,"['Action', 'Adventure', 'Fantasy']",143,55,69.0,356936,335061807
Star Wars: L'Ascension de Skywalker,2019,Tous publics,"['Action', 'Adventure', 'Fantasy']",141,53,66.0,356226,515202542
Fast & Furious 7,2015,Tous publics,"['Action', 'Adventure', 'Thriller']",137,67,71.0,355631,353007020
Collatéral,2004,Tous publics,"['Crime', 'Drama', 'Thriller']",120,71,75.0,355626,101005703
Ocean's Twelve,2004,Tous publics,"['Crime', 'Thriller']",125,58,65.0,354348,125544280
The Machinist,2004,12,"['Drama', 'Thriller']",101,61,77.0,353867,1082715
The Big Short: Le casse du siècle,2015,Tous publics,"['Biography', 'Comedy', 'Drama']",130,81,78.0,353727,70259870
Easy Girl,2010,Tous publics,"['Comedy', 'Drama', 'Romance']",92,72,70.0,353370,58401464
La vie des autres,2006,Tous publics,"['Drama', 'Mystery', 'Thriller']",137,89,84.0,353222,11286112
Green Book: Sur les routes du Sud,2018,Tous publics,"['Biography', 'Comedy', 'Drama']",130,69,82.0,352904,85080171
L'illusionniste,2006,Tous publics,"['Drama', 'Fantasy', 'Mystery']",110,68,76.0,352159,39868642
Venom,2018,Tous publics,"['Action', 'Adventure', 'Sci-Fi']",112,35,67.0,351820,213515506
2012,2009,Tous publics,"['Action', 'Adventure', 'Sci-Fi']",158,49,58.0,349469,166112167
Fast & Furious 5,2011,Tous Public,"['Action', 'Adventure', 'Crime']",130,66,73.0,349130,209837675
Spider-Man: New Generation,2018,Tous publics,"['Animation', 'Action', 'Adventure']",117,87,84.0,348874,190241310
The Town,2010,Tous publics,"['Crime', 'Drama', 'Thriller']",125,74,75.0,347666,92186262
"En cloque, mode d'emploi",2007,Tous publics,"['Comedy', 'Romance']",129,85,69.0,347614,148734225
127 heures,2010,Tous publics avec avertissement,"['Adventure', 'Biography', 'Drama']",94,82,75.0,344318,18335230
Passengers,2016,Tous publics,"['Drama', 'Romance', 'Sci-Fi']",116,41,70.0,343972,100014699
Fast and Furious,2001,Tous publics,"['Action', 'Crime', 'Thriller']",106,58,68.0,343481,144533925
Cloud Atlas,2012,Tous publics,"['Action', 'Drama', 'Mystery']",172,55,74.0,342045,27108272
22 Jump Street,2014,Tous publics,"['Action', 'Comedy', 'Crime']",112,71,70.0,341719,191719337
Terminator renaissance,2009,Tous publics,"['Action', 'Sci-Fi']",115,49,65.0,341009,125322469
"Sweeney Todd, le diabolique barbier de Fleet Street",2007,12,"['Drama', 'Horror', 'Musical']",116,83,73.0,340539,52898073
Maléfique,2014,Tous publics,"['Action', 'Adventure', 'Family']",97,56,70.0,340112,241410378
Nos étoiles contraires,2014,Tous publics,"['Drama', 'Romance']",126,69,77.0,339819,124872350
Men in Black 2,2002,Tous publics,"['Action', 'Adventure', 'Comedy']",88,49,62.0,339597,190418803
Braquage à l'italienne,2003,Tous publics,"['Action', 'Crime', 'Thriller']",111,68,70.0,339363,106128601
Mission: Impossible - Rogue Nation,2015,Tous publics,"['Action', 'Adventure', 'Thriller']",131,75,74.0,337478,195042377
3 Idiots,2009,Tous publics,"['Comedy', 'Drama']",170,67,84.0,336764,6532908
Fighter,2010,Tous publics,"['Biography', 'Drama', 'Sport']",116,79,78.0,336434,93617009
Sexe entre amis,2011,Tous publics,"['Comedy', 'Romance']",109,63,65.0,336396,55802754
Super 8,2011,Tous publics,"['Action', 'Adventure', 'Sci-Fi']",112,72,70.0,336138,127004179
Inside Man - L'homme de l'intérieur,2006,Tous publics,"['Crime', 'Drama', 'Mystery']",129,76,76.0,333871,88513495
Signes,2002,Tous publics,"['Drama', 'Mystery', 'Sci-Fi']",106,59,67.0,333846,227966634
Les autres,2001,12,"['Horror', 'Mystery', 'Thriller']",101,74,76.0,333538,96522687
Boyhood,2014,Tous publics,['Drama'],165,100,79.0,332584,25379975
Men in Black 3,2012,Tous publics,"['Action', 'Adventure', 'Comedy']",106,58,68.0,331867,179020854
Yes Man,2008,Tous publics,"['Comedy', 'Romance']",104,46,68.0,331866,97690976
Moon - La face cachée,2009,Tous publics,"['Drama', 'Mystery', 'Sci-Fi']",97,67,79.0,331863,5009677
Hôtel Rwanda,2004,Tous Public,"['Biography', 'Drama', 'History']",121,79,81.0,331194,23530892
Serial noceurs,2005,Tous publics,"['Comedy', 'Romance']",119,64,69.0,329676,209218368
Aviator,2004,Tous publics,"['Biography', 'Drama']",170,77,75.0,329441,102608827
Lolita malgré moi,2004,Tous publics,['Comedy'],97,66,70.0,329007,86058055
Equalizer,2014,12,"['Action', 'Crime', 'Thriller']",132,57,72.0,328562,101530738
La chute,2004,Tous publics avec avertissement,"['Biography', 'Drama', 'History']",156,82,82.0,327322,5509040
Présentateur vedette: La légende de Ron Burgundy,2004,Tous Public,['Comedy'],94,63,72.0,326914,85288303
Mission: Impossible III,2006,Tous publics,"['Action', 'Adventure', 'Thriller']",126,66,69.0,326624,134029801
Man on Fire,2004,12,"['Action', 'Crime', 'Drama']",146,47,77.0,325902,77911774
Le château ambulant,2004,Tous publics,"['Animation', 'Adventure', 'Family']",119,80,82.0,325073,4711096
A Star is Born,2018,Tous publics,"['Drama', 'Music', 'Romance']",136,88,76.0,324645,215288866
Amour & amnésie,2004,Tous publics,"['Comedy', 'Drama', 'Romance']",99,48,68.0,322861,120908074
Expendables: Unité spéciale,2010,12,"['Action', 'Adventure', 'Thriller']",103,45,65.0,322846,103068524
Flight,2012,Tous publics,"['Drama', 'Thriller']",138,76,73.0,321994,93772375
Date limite,2010,Tous publics,"['Comedy', 'Drama']",95,51,65.0,321142,100539043
La grande aventure Lego,2014,Tous publics,"['Animation', 'Action', 'Adventure']",100,83,77.0,321129,257760692
Le secret de Brokeback Mountain,2005,Tous publics,"['Drama', 'Romance']",134,87,77.0,319365,83043761
Le Cercle - The Ring,2002,12,"['Horror', 'Mystery']",115,57,71.0,317988,129128133
Ocean's 13,2007,Tous publics,"['Action', 'Crime', 'Thriller']",122,62,69.0,317307,117154724
Monstres Academy,2013,Tous publics,"['Animation', 'Adventure', 'Comedy']",104,65,73.0,317014,268492764
Mulholland Drive,2001,Tous publics,"['Drama', 'Mystery', 'Thriller']",147,85,80.0,316472,7220243
In the Air,2009,Tous publics,"['Comedy', 'Drama', 'Romance']",109,83,74.0,315729,83823381
Moonrise Kingdom,2012,Tous publics,"['Comedy', 'Drama', 'Romance']",94,84,78.0,314436,45512466
50/50,2011,R,"['Comedy', 'Drama', 'Romance']",100,72,76.0,313312,35014192
Délire express,2008,Tous publics,"['Action', 'Comedy', 'Crime']",111,64,69.0,313088,87341380
Jumanji: Bienvenue dans la jungle,2017,Tous publics,"['Action', 'Adventure', 'Comedy']",119,58,69.0,312881,404515480
Snowpiercer: Le Transperceneige,2013,12,"['Action', 'Drama', 'Sci-Fi']",126,84,71.0,311974,4563650
Spider-Man: Far from Home,2019,Tous publics,"['Action', 'Adventure', 'Sci-Fi']",129,69,75.0,311924,390532085
The Irishman,2019,16,"['Biography', 'Crime', 'Drama']",209,94,79.0,311859,7000000
Mission: Impossible 2,2000,Tous publics,"['Action', 'Adventure', 'Thriller']",123,59,61.0,310966,215409889
Tron: L'héritage,2010,Tous publics,"['Action', 'Adventure', 'Sci-Fi']",125,49,68.0,310655,172062763
La nuit au musée,2006,Tous publics,"['Adventure', 'Comedy', 'Family']",108,48,64.0,309741,250863268
Equilibrium,2002,Tous publics,"['Action', 'Drama', 'Sci-Fi']",107,33,74.0,309405,1203974
Les 4 Fantastiques,2005,Tous publics,"['Action', 'Adventure', 'Fantasy']",106,40,57.0,309319,154696080
Pearl Harbor,2001,Tous publics,"['Action', 'Drama', 'History']",183,44,62.0,308505,198542554
Mon beau-père et moi,2000,Tous publics,"['Comedy', 'Romance']",108,73,70.0,308157,166244045
True Grit,2010,Tous publics,"['Drama', 'Western']",110,80,76.0,307627,171243005
"Shooter, tireur d'élite",2007,Tous publics,"['Action', 'Drama', 'Thriller']",124,53,72.0,307456,47003582
Les Simpson: Le film,2007,Tous publics,"['Animation', 'Adventure', 'Comedy']",87,80,73.0,306522,183135014
Burn After Reading,2008,Tous publics,"['Comedy', 'Crime', 'Drama']",96,63,70.0,306365,60355347
Les Misérables,2012,Tous publics,"['Drama', 'History', 'Musical']",158,63,76.0,305228,148809770
Jack Reacher,2012,Tous publics avec avertissement,"['Action', 'Thriller']",130,50,70.0,304136,80070736
Hellboy,2004,Tous publics avec avertissement,"['Action', 'Fantasy', 'Horror']",122,72,68.0,304091,59623958
L'Interview qui tue !,2014,Tous publics avec avertissement,"['Action', 'Adventure', 'Comedy']",112,52,65.0,303662,6105175
Click,2006,Tous publics,"['Comedy', 'Drama', 'Fantasy']",107,45,64.0,302510,137355633
Constantine,2005,12,"['Action', 'Fantasy', 'Horror']",121,50,70.0,302477,75976178
Hugo Cabret,2011,Tous publics,"['Drama', 'Family', 'Fantasy']",126,83,75.0,301610,73864507
Benjamin Gates et le trésor des Templiers,2004,Tous publics,"['Action', 'Adventure', 'Mystery']",131,39,69.0,301106,173008894
Dragons 2,2014,Tous publics,"['Animation', 'Action', 'Adventure']",102,76,78.0,301095,177002924
Ant-Man et la Guêpe,2018,Tous publics,"['Action', 'Adventure', 'Comedy']",118,70,71.0,300612,216648740
The Island,2005,Tous publics avec avertissement,"['Action', 'Sci-Fi', 'Thriller']",136,50,68.0,298527,35818913
Le retour de la momie,2001,Tous publics,"['Action', 'Adventure', 'Fantasy']",130,48,64.0,298150,202019785
Slevin,2006,Tous publics,"['Crime', 'Drama', 'Thriller']",110,53,77.0,297837,22494487
Transformers: L'âge de l'extinction,2014,Tous publics,"['Action', 'Adventure', 'Sci-Fi']",165,32,56.0,296025,245439076
Real Steel,2011,Tous publics,"['Action', 'Drama', 'Sci-Fi']",127,56,71.0,295786,85468508
Cinquante nuances de Grey,2015,12,"['Drama', 'Romance', 'Thriller']",125,46,41.0,295035,166167230
Il était temps,2013,Tous publics,"['Comedy', 'Drama', 'Fantasy']",123,55,78.0,293970,15322921
"Hitch, expert en séduction",2005,Tous publics,"['Comedy', 'Romance']",118,58,66.0,293082,179495555
Jurassic Park III,2001,Tous publics,"['Action', 'Adventure', 'Sci-Fi']",92,42,59.0,292919,181171875
Salt,2010,Tous publics avec avertissement,"['Action', 'Thriller']",100,65,64.0,292743,118311368
La proposition,2009,Tous publics,"['Comedy', 'Drama', 'Romance']",108,48,67.0,291858,163958031
Lord of War,2005,12,"['Action', 'Crime', 'Drama']",122,62,76.0,291486,24149632
La vie rêvée de Walter Mitty,2013,Tous Public,"['Comedy', 'Drama', 'Fantasy']",114,54,73.0,290379,58236838
Déjà vu,2006,Tous publics,"['Action', 'Crime', 'Sci-Fi']",126,59,70.0,290263,64038616
Le Livre d'Eli,2010,Tous publics avec avertissement,"['Action', 'Adventure', 'Drama']",118,53,69.0,290206,94835059
Very Bad Trip 3,2013,Tous publics,"['Comedy', 'Crime']",100,30,58.0,290040,112200072
Expendables 2: Unité spéciale,2012,12,"['Action', 'Adventure', 'Thriller']",103,51,66.0,289704,85017401
The Blind Side,2009,Tous publics,"['Biography', 'Drama', 'Sport']",129,53,76.0,288565,255959475
Apocalypto,2006,12,"['Action', 'Adventure', 'Drama']",139,68,78.0,288092,50866635
A.I. intelligence artificielle,2001,Tous publics,"['Drama', 'Sci-Fi']",146,65,72.0,287851,78616689
The Wrestler,2008,Tous publics,"['Drama', 'Sport']",109,80,79.0,287455,26236603
Taken 2,2012,Tous publics,"['Action', 'Thriller']",92,45,63.0,287063,139854287
Babel,2006,Tous publics,['Drama'],143,69,74.0,286838,34302837
Red,2010,Tous publics,"['Action', 'Comedy', 'Crime']",111,60,70.0,286270,90380162
10 Cloverfield Lane,2016,Tous publics avec avertissement,"['Action', 'Drama', 'Horror']",103,76,72.0,286192,72082998
3h10 pour Yuma,2007,R,"['Action', 'Crime', 'Drama']",122,76,77.0,285931,53606916
Mission: Impossible - Fallout,2018,Tous publics,"['Action', 'Adventure', 'Thriller']",147,86,77.0,285069,220159104
Jumper,2008,Tous publics,"['Action', 'Adventure', 'Sci-Fi']",88,35,61.0,284314,80172128
Sept vies,2008,Tous publics,"['Drama', 'Romance']",123,36,76.0,283932,69951824
Le pont des espions,2015,Tous publics,"['Drama', 'History', 'Thriller']",142,81,76.0,283549,72313754
Nos pires voisins,2014,Tous publics,['Comedy'],97,68,63.0,283281,150157400
Solo: A Star Wars Story,2018,Tous publics,"['Action', 'Adventure', 'Sci-Fi']",135,62,69.0,282489,213767512
Le transporteur,2002,Tous publics,"['Action', 'Crime', 'Thriller']",92,51,68.0,282458,25296447
Jason Bourne: L'héritage,2012,Tous publics,"['Action', 'Adventure', 'Thriller']",135,61,66.0,282265,113203870
O' Brother,2000,Tous publics,"['Adventure', 'Comedy', 'Crime']",107,69,77.0,281773,45512588
Hunger Games: La Révolte - Partie 2,2015,Tous publics,"['Action', 'Adventure', 'Sci-Fi']",137,65,66.0,281247,281723902
Serenity - L'ultime rébellion,2005,Tous publics avec avertissement,"['Action', 'Adventure', 'Sci-Fi']",119,74,78.0,281168,25514517
Public Enemies,2009,Tous publics,"['Biography', 'Crime', 'Drama']",140,70,70.0,279518,97104620
The Mist,2007,12,"['Horror', 'Sci-Fi', 'Thriller']",126,58,71.0,278336,25593755
300 : La Naissance d'un empire,2014,12 avec avertissement,"['Action', 'Drama']",102,48,62.0,278168,106580051
Contagion,2011,Tous publics,"['Drama', 'Thriller']",106,70,67.0,277110,75658097
Shrek le Troisième,2007,Tous publics,"['Animation', 'Adventure', 'Comedy']",93,58,61.0,276655,320706665
Annihilation,2018,16,"['Adventure', 'Drama', 'Horror']",115,79,68.0,275306,32732301
Insidious,2010,12,"['Horror', 'Mystery', 'Thriller']",103,52,68.0,275204,54009150
The Hit Girls,2012,Tous publics,"['Comedy', 'Music', 'Romance']",112,66,72.0,273766,65001093
La chasse,2012,Tous publics,['Drama'],115,77,83.0,273675,687185
The Nice Guys,2016,Tous publics,"['Action', 'Comedy', 'Crime']",116,70,74.0,273452,36261763
The Dictator,2012,Tous publics,['Comedy'],83,58,64.0,273345,59650222
Bird Box,2018,16,"['Horror', 'Sci-Fi']",124,51,66.0,2,NaN
Insomnia,2002,R,"['Drama', 'Mystery', 'Thriller']",118,78,72.0,271852,67355513
Jojo Rabbit,2019,Tous publics,"['Comedy', 'Drama', 'War']",108,58,79.0,271599,349555
Blanche-Neige et le Chasseur,2012,Tous publics avec avertissement,"['Action', 'Adventure', 'Drama']",127,57,61.0,270913,155332381
Le Mans '66,2019,Tous publics,"['Action', 'Biography', 'Drama']",152,81,81.0,270336,117624028
Anges & Démons,2009,Tous publics,"['Action', 'Mystery', 'Thriller']",138,48,67.0,269689,133375846
Prince of Persia: Les sables du temps,2010,Tous publics,"['Action', 'Adventure', 'Fantasy']",116,50,66.0,269369,90759676
Superman Returns,2006,Tous publics,"['Action', 'Sci-Fi']",154,72,60.0,269344,200081192
Agents très spéciaux: Code U.N.C.L.E.,2015,Tous publics,"['Action', 'Adventure', 'Comedy']",116,56,73.0,268735,45445109
Zero Dark Thirty,2012,Tous publics,"['Drama', 'History', 'Thriller']",157,95,74.0,268521,95720716
Que justice soit faite,2009,12 avec avertissement,"['Action', 'Crime', 'Drama']",109,34,74.0,268474,73343413
Le choc des Titans,2010,Tous publics,"['Action', 'Adventure', 'Fantasy']",106,39,58.0,268360,163214888
La Belle et la Bête,2017,Tous publics,"['Family', 'Fantasy', 'Musical']",129,65,71.0,268244,504014165
Moonlight,2016,Tous publics,['Drama'],111,99,74.0,267439,27850912
Kingsman: Le cercle d'or,2017,Tous publics,"['Action', 'Adventure', 'Comedy']",141,44,67.0,267304,100234838
"Vaiana, la légende du bout du monde",2016,Tous publics,"['Animation', 'Adventure', 'Comedy']",107,81,76.0,265328,248757044
